ra,ano,fase_original,fase,fase_ideal_original,fase_ideal,idade,flag_idade_formato_excel,ano_nascimento,genero,ano_ingresso,tipo_instituicao,ian,ida,ieg,iaa,ips,ipp,ipv,flag_ipp_ausencia_estrutural,nota_matematica,nota_portugues,nota_ingles,quantidade_avaliacoes,avaliadores_preenchidos,defasagem,defasagem_calculada,classe_defasagem,inde_original,inde,motivo_inde_ausente,pedra_original,pedra,flag_defasagem_inconsistente,flag_iaa_zero,flag_ieg_zero,flag_ieg_zero_ida_ausente,flag_ingles_ausente_fase_0_2,flag_quantidade_avaliacoes_divergente,flag_conflito_ano_nascimento,flag_conflito_ano_ingresso,flag_conflito_genero,flag_ian_fora_escala,flag_ida_fora_escala,flag_ieg_fora_escala,flag_iaa_fora_escala,flag_ips_fora_escala,flag_ipp_fora_escala,flag_ipv_fora_escala
RA-1036,2024,2H,2,Fase 2 (5° e 6° ano),2,12.0,False,2012,Feminino,2023,Pública,10.0,7.0,9.0890269155,10.002,7.51,7.65625,7.7475,False,7.0,7.0,,4.0,4,0,0,Em fase,8.2841303831,8.2841303831,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
RA-1037,2023,FASE 1,1,Fase 2 (5° e 6° ano),2,10.0,False,2012,Masculino,2023,Pública,5.0,6.7,8.4,9.0,7.52,8.59375,8.17,False,5.0,8.3,,3.0,3,-1,-1,Moderada,7.655575,7.655575,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1038,2023,FASE 1,1,Fase 2 (5° e 6° ano),2,10.0,False,2013,Feminino,2023,Privada,5.0,6.5,9.3,8.0,7.52,8.90625,8.17,False,7.5,5.5,,3.0,3,-1,-1,Moderada,7.736825,7.736825,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1038,2024,2I,2,Fase 2 (5° e 6° ano),2,11.0,False,2013,Feminino,2023,Pública,10.0,8.5,7.5438596495,8.002,7.51,7.5,7.273333333,False,10.0,7.0,,3.0,3,0,0,Em fase,7.9646385965,7.9646385965,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1039,2023,FASE 1,1,Fase 3 (7° e 8° ano),3,12.0,True,2011,Masculino,2023,Pública,5.0,6.2,9.9,8.0,7.52,8.125,8.056666667,False,6.0,6.3,,3.0,3,-2,-2,Moderada,7.686033333,7.686033333,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1039,2024,2I,2,Fase 3 (7° e 8° ano),3,13.0,False,2011,Masculino,2023,Pública,5.0,7.25,9.722222222,8.002,7.51,7.5,6.77,False,8.0,6.5,,3.0,3,-1,-1,Moderada,7.549644444400001,7.549644444400001,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-104,2022,4,4,Fase 8 (Universitários),8,18.0,False,2004,Masculino,2022,Escola Pública,2.5,3.7,8.7,7.9,7.5,,6.708,True,4.8,5.8,0.3,4.0,4,-4,-4,Severa,6.315,6.315,nao_ausente,Ágata,Ágata,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-104,2023,FASE 5,5,Fase 8 (Universitários),8,19.0,True,2004,Masculino,2022,Pública,2.5,2.6,7.7,0.0,2.52,5.625,5.6275,False,3.7,1.8,2.3,4.0,4,-3,-3,Severa,4.25,4.25,nao_ausente,Quartzo,Quartzo,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1040,2023,FASE 1,1,Fase 2 (5° e 6° ano),2,11.0,True,2011,Masculino,2023,Pública,5.0,6.6,9.3,10.0,7.52,7.8125,8.06,False,5.8,7.3,,3.0,3,-1,-1,Moderada,7.81545,7.81545,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1040,2024,2I,2,Fase 3 (7° e 8° ano),3,12.0,False,2011,Masculino,2023,Pública,5.0,8.25,8.5416666665,9.502,7.51,7.5,7.273333333,False,8.0,8.5,,3.0,3,-1,-1,Moderada,7.764199999900001,7.764199999900001,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1041,2023,FASE 1,1,Fase 2 (5° e 6° ano),2,10.0,False,2013,Feminino,2023,Pública,5.0,3.3,7.2,10.0,7.52,7.8125,8.003333333,False,1.8,4.7,,3.0,3,-1,-1,Moderada,6.724116667,6.724116667,nao_ausente,Agata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1042,2023,FASE 1,1,Fase 2 (5° e 6° ano),2,10.0,True,2013,Masculino,2023,Pública,5.0,4.3,6.5,0.0,3.77,7.708333333,7.666666667,False,4.0,4.5,,3.0,3,-1,-1,Moderada,5.331166667,5.331166667,nao_ausente,Quartzo,Quartzo,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1043,2023,FASE 1,1,Fase 2 (5° e 6° ano),2,10.0,False,2013,Masculino,2023,Pública,5.0,2.5,7.9,10.0,6.27,7.708333333,7.833333333,False,2.0,3.0,,3.0,3,-1,-1,Moderada,6.5447,6.5447,nao_ausente,Agata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1043,2024,1H,1,Fase 2 (5° e 6° ano),2,11.0,False,2013,Masculino,2023,Pública,5.0,8.25,7.994071146,10.002,7.51,7.291666667,6.553333333,False,8.5,8.0,,3.0,3,-1,-1,Moderada,7.539847562500002,7.539847562500002,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
RA-1044,2023,FASE 1,1,Fase 2 (5° e 6° ano),2,10.0,False,2013,Feminino,2023,Pública,5.0,6.1,9.7,8.0,7.52,7.5,8.336666667,False,4.5,7.7,,3.0,3,-1,-1,Moderada,7.629533333,7.629533333,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1044,2024,2G,2,Fase 2 (5° e 6° ano),2,11.0,False,2013,Feminino,2023,Pública,10.0,7.0,9.523809524,7.502,7.51,7.1875,7.21,False,7.0,7.0,,4.0,4,0,0,Em fase,7.966711904800001,7.966711904800001,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1045,2023,FASE 1,1,Fase 2 (5° e 6° ano),2,11.0,False,2012,Feminino,2023,Pública,5.0,7.9,9.4,9.5,7.52,7.708333333,8.28,False,6.8,9.0,,3.0,3,-1,-1,Moderada,8.089033333,8.089033333,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1046,2023,FASE 1,1,Fase 1 (3° e 4° ano),1,9.0,False,2014,Masculino,2023,Pública,10.0,6.3,8.5,0.0,3.77,8.541666667,8.223333333,False,6.3,6.3,,3.0,3,0,0,Em fase,6.835833333,6.835833333,nao_ausente,Agata,Ágata,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1047,2023,FASE 1,1,Fase 1 (3° e 4° ano),1,9.0,False,2014,Masculino,2023,Pública,10.0,6.9,8.5,10.0,3.77,8.125,7.893333333,False,5.8,8.0,,3.0,3,0,0,Em fase,7.848366667,7.848366667,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1048,2023,FASE 1,1,Fase 2 (5° e 6° ano),2,10.0,False,2013,Feminino,2023,Privada,5.0,8.2,9.5,8.5,3.77,8.541666667,8.5,False,7.5,8.8,,3.0,3,-1,-1,Moderada,7.811366667,7.811366667,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1048,2024,2A,2,Fase 1 (3° e 4° ano),1,11.0,False,2013,Feminino,2023,Privada,10.0,6.25,6.833333333500001,8.502,6.255,7.708333333,8.283333333,False,6.5,6.0,,3.0,3,1,1,Em fase,7.5198666666000005,7.5198666666000005,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1049,2023,FASE 1,1,Fase 2 (5° e 6° ano),2,10.0,False,2013,Masculino,2023,Pública,5.0,6.3,7.7,10.0,7.52,8.125,7.943333333,False,5.5,7.0,,3.0,3,-1,-1,Moderada,7.443366667,7.443366667,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1049,2024,1J,1,Fase 2 (5° e 6° ano),2,11.0,False,2013,Masculino,2023,Pública,5.0,4.5,8.03030303,9.502,7.51,7.65625,6.745,False,4.0,5.0,,4.0,4,-1,-1,Moderada,6.821885606,6.821885606,nao_ausente,Agata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-105,2022,4,4,Fase 7 (3º EM),7,17.0,False,2005,Masculino,2016,Rede Decisão,2.5,6.7,8.2,7.9,5.6,,7.417,True,7.2,6.2,6.8,4.0,4,-3,-3,Severa,6.846,6.846,nao_ausente,Ágata,Ágata,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1050,2023,FASE 1,1,Fase 2 (5° e 6° ano),2,11.0,False,2012,Masculino,2023,Pública,5.0,7.2,9.2,9.0,6.27,8.125,8.223333333,False,6.2,8.2,,3.0,3,-1,-1,Moderada,7.764366667,7.764366667,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1051,2023,FASE 1,1,Fase 1 (3° e 4° ano),1,9.0,False,2014,Feminino,2023,Pública,10.0,8.4,8.9,8.5,6.27,8.75,8.613333333,False,7.0,9.8,,3.0,3,0,0,Em fase,8.534866667,8.534866667,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1052,2023,FASE 1,1,Fase 1 (3° e 4° ano),1,9.0,True,2014,Masculino,2023,Pública,10.0,5.3,9.0,0.0,7.52,7.916666667,7.833333333,False,5.0,5.5,,3.0,3,0,0,Em fase,6.960333333,6.960333333,nao_ausente,Agata,Ágata,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1052,2024,1J,1,Fase 2 (5° e 6° ano),2,10.0,False,2014,Masculino,2023,Pública,5.0,8.25,9.128787879,5.834,6.26,8.59375,8.4975,False,8.5,8.0,,4.0,4,-1,-1,Moderada,7.744032575800001,7.744032575800001,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1053,2023,FASE 1,1,Fase 1 (3° e 4° ano),1,9.0,False,2014,Masculino,2023,Pública,10.0,8.6,9.1,0.0,6.27,8.958333333,8.616666667,False,7.8,9.3,,3.0,3,0,0,Em fase,7.776166667,7.776166667,nao_ausente,Ametista,Ametista,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1054,2023,FASE 1,1,Fase 3 (7° e 8° ano),3,12.0,True,2010,Masculino,2023,Pública,5.0,6.6,8.6,8.5,7.52,7.5,7.836666667,False,5.0,8.2,,3.0,3,-2,-2,Moderada,7.459533333,7.459533333,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1054,2024,2G,2,Fase 3 (7° e 8° ano),3,13.0,False,2010,Masculino,2023,Pública,5.0,6.25,7.3291925465,9.502,7.51,7.1875,6.75,False,6.0,6.5,,4.0,4,-1,-1,Moderada,6.985788509300001,6.985788509300001,nao_ausente,Agata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1055,2023,FASE 1,1,Fase 2 (5° e 6° ano),2,11.0,False,2012,Masculino,2023,Pública,5.0,5.5,7.2,0.0,7.52,7.291666667,7.276666667,False,6.0,5.0,,3.0,3,-1,-1,Moderada,5.9765,5.9765,nao_ausente,Quartzo,Quartzo,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1055,2024,1J,1,Fase 3 (7° e 8° ano),3,12.0,False,2012,Masculino,2023,Pública,5.0,5.5,5.7954545455,10.002,7.51,7.1875,5.87,False,4.0,7.0,,4.0,4,-2,-2,Moderada,6.403040909100001,6.403040909100001,nao_ausente,Agata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
RA-1056,2023,FASE 1,1,Fase 1 (3° e 4° ano),1,9.0,False,2014,Masculino,2023,Pública,10.0,8.1,9.6,8.5,7.52,7.96875,8.113333333,False,7.8,8.3,,3.0,3,0,0,Em fase,8.551741667,8.551741667,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1056,2024,1L,1,Fase 2 (5° e 6° ano),2,10.0,False,2014,Masculino,2023,Pública,5.0,8.25,9.2857142855,8.502,7.51,9.166666667,8.335,False,8.5,8.0,,2.0,2,-1,-1,Moderada,8.192009523800001,8.192009523800001,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1057,2023,FASE 1,1,Fase 1 (3° e 4° ano),1,9.0,False,2014,Feminino,2023,Pública,10.0,6.3,10.0,10.0,7.52,8.125,8.34,False,6.5,6.0,,3.0,3,0,0,Em fase,8.4827,8.4827,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1057,2024,1L,1,Fase 2 (5° e 6° ano),2,10.0,False,2014,Feminino,2023,Pública,5.0,8.0,10.0,10.002,6.26,8.75,8.17,False,8.0,8.0,,2.0,2,-1,-1,Moderada,8.2352,8.2352,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
RA-1058,2023,FASE 1,1,Fase 1 (3° e 4° ano),1,9.0,True,2014,Feminino,2023,Pública,10.0,5.4,8.7,10.0,3.14,7.083333333,7.62,False,4.0,6.7,,3.0,3,0,0,Em fase,7.356533333,7.356533333,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1058,2024,1K,1,Fase 2 (5° e 6° ano),2,10.0,False,2014,Feminino,2023,Pública,5.0,7.75,8.095238095,9.168,6.88,8.125,8.085,False,7.5,8.0,,2.0,2,-1,-1,Moderada,7.703347619,7.703347619,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1059,2023,FASE 1,1,Fase 2 (5° e 6° ano),2,10.0,True,2013,Masculino,2023,Pública,5.0,7.6,9.8,10.0,2.52,7.96875,8.673333333,False,6.2,9.0,,3.0,3,-1,-1,Moderada,7.763741667,7.763741667,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1059,2024,2M,2,Fase 2 (5° e 6° ano),2,11.0,False,2013,Masculino,2023,Pública,10.0,7.5,10.0,8.002,6.26,9.0625,9.23,False,7.5,7.5,,3.0,3,0,0,Em fase,8.678450000000002,8.678450000000002,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-106,2022,4,4,Fase 5 (1º EM),5,15.0,False,2007,Feminino,2016,Rede Decisão,5.0,7.4,8.0,9.2,9.4,,8.375,True,7.8,7.2,7.2,4.0,4,-1,-1,Moderada,7.973,7.973,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-106,2023,FASE 5,5,Fase 5 (1° EM),5,15.0,False,2007,Feminino,2016,Privada - Programa de Apadrinhamento,10.0,7.3,9.1,7.9,5.0,7.03125,7.5075,False,6.7,6.8,8.3,4.0,4,0,0,Em fase,7.769658333,7.769658333,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-106,2024,6A,6,Fase 6 (2° EM),6,16.0,False,2007,Feminino,2021,Privada - Programa de Apadrinhamento,10.0,5.666666666666667,8.761904762,9.168,5.635,7.8125,7.872,False,7.0,3.5,6.5,5.0,5,0,0,Em fase,7.721664285733334,7.721664285733334,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-1060,2023,FASE 1,1,Fase 2 (5° e 6° ano),2,10.0,True,2012,Masculino,2023,Pública,5.0,5.7,8.6,9.0,3.14,7.96875,8.673333333,False,4.3,7.0,,3.0,3,-1,-1,Moderada,7.095741667,7.095741667,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1060,2024,2M,2,Fase 2 (5° e 6° ano),2,12.0,False,2012,Masculino,2023,Pública,10.0,3.25,6.0,9.585,6.26,7.8125,6.163333333,False,3.5,3.0,,3.0,3,0,0,Em fase,6.448416666600001,6.448416666600001,nao_ausente,Agata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1061,2023,FASE 1,1,Fase 2 (5° e 6° ano),2,10.0,False,2013,Masculino,2023,Pública,5.0,9.3,9.7,9.5,3.14,8.75,8.836666667,False,8.8,9.7,,3.0,3,-1,-1,Moderada,8.196533333,8.196533333,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1061,2024,2M,2,Fase 2 (5° e 6° ano),2,11.0,False,2013,Masculino,2023,Pública,10.0,8.5,10.0,8.502,6.26,8.4375,8.73,False,7.0,10.0,,3.0,3,0,0,Em fase,8.76595,8.76595,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1062,2023,FASE 1,1,Fase 1 (3° e 4° ano),1,9.0,True,2014,Masculino,2023,Pública,10.0,6.2,7.7,7.4,3.77,8.59375,8.503333333,False,4.8,7.5,,3.0,3,0,0,Em fase,7.448841667,7.448841667,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1062,2024,1L,1,Fase 2 (5° e 6° ano),2,10.0,False,2014,Masculino,2023,Pública,5.0,7.25,9.047619048,8.002,5.63,8.75,8.085,False,6.5,8.0,,2.0,2,-1,-1,Moderada,7.6147238096,7.6147238096,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1063,2023,FASE 1,1,Fase 2 (5° e 6° ano),2,11.0,True,2012,Masculino,2023,Privada - Programa de Apadrinhamento,5.0,5.9,9.5,9.5,7.52,6.40625,7.89,False,4.7,7.0,,3.0,3,-1,-1,Moderada,7.490825,7.490825,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1063,2024,2N,2,Fase 3 (7° e 8° ano),3,12.0,False,2012,Masculino,2023,Pública,5.0,7.75,9.75,5.25,7.51,7.8125,6.11,False,9.0,6.5,,3.0,3,-1,-1,Moderada,7.279250000000001,7.279250000000001,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1064,2023,FASE 1,1,Fase 2 (5° e 6° ano),2,10.0,False,2013,Masculino,2023,Pública,5.0,8.6,9.8,8.5,7.52,9.375,8.84,False,8.3,8.8,,3.0,3,-1,-1,Moderada,8.4777,8.4777,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1064,2024,2N,2,Fase 2 (5° e 6° ano),2,11.0,False,2013,Masculino,2023,Pública,10.0,8.5,9.7368421055,9.502,7.51,8.75,8.783333333,False,8.0,9.0,,3.0,3,0,0,Em fase,8.9802350877,8.9802350877,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1065,2023,FASE 1,1,Fase 2 (5° e 6° ano),2,10.0,True,2013,Feminino,2023,Pública,5.0,7.0,9.6,8.5,7.52,8.4375,8.84,False,7.7,6.3,,3.0,3,-1,-1,Moderada,8.03395,8.03395,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1065,2024,2N,2,Fase 2 (5° e 6° ano),2,11.0,False,2013,Feminino,2023,Pública,10.0,9.25,8.8152173915,9.502,6.26,9.0625,8.84,False,9.0,9.5,,3.0,3,0,0,Em fase,8.8634934783,8.8634934783,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1066,2023,FASE 1,1,Fase 2 (5° e 6° ano),2,10.0,False,2013,Feminino,2023,Pública,5.0,6.2,6.6,8.5,7.52,8.4375,8.783333333,False,4.2,8.2,,3.0,3,-1,-1,Moderada,7.262616667,7.262616667,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1066,2024,2L,2,Fase 2 (5° e 6° ano),2,11.0,False,2013,Feminino,2023,Pública,10.0,7.25,8.3954451345,9.502,6.26,7.5,7.386666667,False,7.0,7.5,,3.0,3,0,0,Em fase,7.9326223603,7.9326223603,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1067,2023,FASE 1,1,Fase 2 (5° e 6° ano),2,10.0,False,2013,Masculino,2023,Pública,5.0,5.4,7.9,0.0,7.52,8.28125,9.006666667,False,4.5,6.3,,3.0,3,-1,-1,Moderada,6.541458333,6.541458333,nao_ausente,Agata,Ágata,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1067,2024,1K,1,Fase 2 (5° e 6° ano),2,11.0,False,2013,Masculino,2023,Pública,5.0,6.75,8.333333332999999,10.002,7.51,8.541666667,8.59,False,6.5,7.0,,2.0,2,-1,-1,Moderada,7.840033333300001,7.840033333300001,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
RA-1068,2023,FASE 1,1,Fase 2 (5° e 6° ano),2,10.0,True,2013,Masculino,2023,Pública,5.0,9.0,9.3,8.5,6.89,9.166666667,9.283333333,False,8.3,9.7,,3.0,3,-1,-1,Moderada,8.472533333,8.472533333,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1068,2024,2R,2,Fase 2 (5° e 6° ano),2,11.0,False,2013,Masculino,2023,Pública,10.0,9.5,9.068181818,9.502,7.51,8.541666667,8.73,False,9.0,10.0,,3.0,3,0,0,Em fase,9.0150030303,9.0150030303,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1069,2023,FASE 1,1,Fase 2 (5° e 6° ano),2,11.0,False,2012,Masculino,2023,Pública,5.0,7.1,7.8,9.0,7.52,8.125,8.226666667,False,7.5,6.7,,3.0,3,-1,-1,Moderada,7.590033333,7.590033333,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-1069,2024,2K,2,Fase 2 (5° e 6° ano),2,12.0,False,2012,Masculino,2023,Pública,10.0,6.25,7.0760869565,9.002,7.51,8.125,7.75,False,7.0,5.5,,4.0,4,0,0,Em fase,7.678917391300001,7.678917391300001,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-107,2022,4,4,Fase 5 (1º EM),5,15.0,False,2007,Feminino,2018,Escola Pública,5.0,4.6,6.4,7.5,7.5,,6.5,True,3.3,4.3,6.0,4.0,4,-1,-1,Moderada,6.258,6.258,nao_ausente,Ágata,Ágata,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-107,2023,FASE 5,5,Fase 5 (1° EM),5,15.0,False,2007,Feminino,2018,Pública,10.0,7.0,8.5,0.0,5.0,7.34375,7.5875,False,6.0,5.2,9.7,4.0,4,0,0,Em fase,6.845208333,6.845208333,nao_ausente,Agata,Ágata,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-107,2024,5D,5,Fase 6 (2° EM),6,16.0,False,2007,Feminino,2021,Pública,5.0,4.666666666666667,7.9949874686666655,7.5,7.51,7.5,6.964,False,0.0,4.5,9.5,5.0,5,-1,-1,Moderada,6.676130827066667,6.676130827066667,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-1070,2023,FASE 1,1,Fase 2 (5° e 6° ano),2,11.0,False,2012,Masculino,2023,Pública,5.0,5.8,7.8,9.0,3.14,7.708333333,8.67,False,5.3,6.3,,3.0,3,-1,-1,Moderada,6.939033333,6.939033333,nao_ausente,Agata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
